"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WC_DNCTL","WW_DCTL"
"1",3,0.0476190476190476,0,0.0476190476190476,0,0
"1",26,0,0.412698412698413,0,0,0
"1",31,0,0,0,0.492063492063492,0
"2",16,0.340425531914894,0,0,0,0
"2",24,0,0.51063829787234,0,0,0
"2",4,0,0,0.0851063829787234,0,0
"2",3,0,0,0,0.0638297872340425,0
"3",4,0,0,0,0,1
"4",6,0,0.3,0,0,0
"4",3,0,0,0.15,0,0
"4",11,0,0,0,0.55,0
