predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,45,1.1183486038557113,0.36043565922078574,0.015006999839470622,second
welo,serve_efficiency,45,1.3111177394418727,0.12095070794815345,0.428686062699295,second
SQS_second,win_pct,45,1.2955952629974825,0.14164183127763402,0.35334767457257366,second
welo,win_pct,45,1.180428453923533,0.2874601128698452,0.05552984393994733,second
